movie_name,movie_imdb_id,release_date,actor_name,actor_imdb_id,rank
The Format,tt7584540,2026-05-01 00:00:00,Denny Castiglione,nm5821171,1
The Format,tt7584540,2026-05-01 00:00:00,Giovanni Castiglione,nm5875245,2
The Format,tt7584540,2026-05-01 00:00:00,Alex DeCourville,nm4217490,3
The Format,tt7584540,2026-05-01 00:00:00,John Fecek,nm6243560,4
The Format,tt7584540,2026-05-01 00:00:00,Logan Fry,nm2706291,5
The Format,tt7584540,2026-05-01 00:00:00,Cora Higgins,nm7337268,6
The Format,tt7584540,2026-05-01 00:00:00,Vimalraj Jayaseelan,nm5234119,7
The Format,tt7584540,2026-05-01 00:00:00,Crissy Kolarik,nm5257008,8
The Format,tt7584540,2026-05-01 00:00:00,Beverly Kristy,nm1708887,9
The Format,tt7584540,2026-05-01 00:00:00,Meghana Lynn,nm6206019,10
The Format,tt7584540,2026-05-01 00:00:00,John Maslowski,nm6646992,11
The Format,tt7584540,2026-05-01 00:00:00,Molly Miller,nm5276165,12
The Format,tt7584540,2026-05-01 00:00:00,Tim Novotny,nm5055564,13
The Format,tt7584540,2026-05-01 00:00:00,Deborah Ochwat,nm6457325,14
The Format,tt7584540,2026-05-01 00:00:00,Lynda Santa,nm5474416,15
Send Help,tt8036976,2026-01-30 00:00:00,Rachel McAdams,nm1046097,1
Send Help,tt8036976,2026-01-30 00:00:00,Dylan O'Brien,nm3729721,2
Send Help,tt8036976,2026-01-30 00:00:00,Bruce Campbell,nm0132257,3
Send Help,tt8036976,2026-01-30 00:00:00,Dennis Haysbert,nm0371660,4
Send Help,tt8036976,2026-01-30 00:00:00,Xavier Samuel,nm1882152,5
Send Help,tt8036976,2026-01-30 00:00:00,Chris Pang,nm3616779,6
Send Help,tt8036976,2026-01-30 00:00:00,Emma Raimi,nm2632521,7
Send Help,tt8036976,2026-01-30 00:00:00,Edyll Ismail,nm11590114,8
Send Help,tt8036976,2026-01-30 00:00:00,Thaneth Warakulnukroh,nm8649220,9
Send Help,tt8036976,2026-01-30 00:00:00,Brad Flett,nm13874494,10
Night Patrol,tt8637438,2026-01-16 00:00:00,Dermot Mulroney,nm0000551,1
Night Patrol,tt8637438,2026-01-16 00:00:00,Justin Long,nm0519043,2
Night Patrol,tt8637438,2026-01-16 00:00:00,Jermaine Fowler,nm1854664,3
Night Patrol,tt8637438,2026-01-16 00:00:00,CM Punk,nm1516006,4
Night Patrol,tt8637438,2026-01-16 00:00:00,RJ Cyler,nm5518972,5
Night Patrol,tt8637438,2026-01-16 00:00:00,Kim Yarbrough,nm3187683,6
Night Patrol,tt8637438,2026-01-16 00:00:00,Mike Ferguson,nm8279086,7
Night Patrol,tt8637438,2026-01-16 00:00:00,Nicki Micheaux,nm0584777,8
Night Patrol,tt8637438,2026-01-16 00:00:00,Evan Shafran,nm2818129,9
Night Patrol,tt8637438,2026-01-16 00:00:00,Flying Lotus,nm2196468,10
Night Patrol,tt8637438,2026-01-16 00:00:00,Freddie Gibbs,nm6248528,11
Night Patrol,tt8637438,2026-01-16 00:00:00,Zuri Reed,nm4130330,12
Night Patrol,tt8637438,2026-01-16 00:00:00,Colin Young,nm16588674,13
Night Patrol,tt8637438,2026-01-16 00:00:00,YG,nm4396539,14
Night Patrol,tt8637438,2026-01-16 00:00:00,Jon Oswald,nm4880405,15
The Chronology of Water,tt8667404,2026-01-09 00:00:00,Imogen Poots,nm1782299,1
The Chronology of Water,tt8667404,2026-01-09 00:00:00,Thora Birch,nm0000301,2
The Chronology of Water,tt8667404,2026-01-09 00:00:00,Jim Belushi,nm0000902,3
The Chronology of Water,tt8667404,2026-01-09 00:00:00,Michael Epp,nm1981574,4
The Chronology of Water,tt8667404,2026-01-09 00:00:00,Charlie Carrick,nm2901686,5
The Chronology of Water,tt8667404,2026-01-09 00:00:00,Tom Sturridge,nm0836432,6
The Chronology of Water,tt8667404,2026-01-09 00:00:00,Jeremy Ang Jones,nm9356204,7
The Chronology of Water,tt8667404,2026-01-09 00:00:00,Kim Gordon,nm0330371,8
The Chronology of Water,tt8667404,2026-01-09 00:00:00,Peter Rundle,nm3169113,9
The Chronology of Water,tt8667404,2026-01-09 00:00:00,Earl Cave,nm5994881,10
The Chronology of Water,tt8667404,2026-01-09 00:00:00,Anton Lytvynov,nm16640248,11
The Chronology of Water,tt8667404,2026-01-09 00:00:00,Dominik Gabriel Roseti,nm14203699,12
The Chronology of Water,tt8667404,2026-01-09 00:00:00,Hal Weaver,nm1756253,13
The Chronology of Water,tt8667404,2026-01-09 00:00:00,Esme Allen,nm11207753,14
The Chronology of Water,tt8667404,2026-01-09 00:00:00,Susannah Flood,nm7099497,15
The Third Parent,tt8702454,2026-04-03 00:00:00,Rob Lowe,nm0000507,1
The Third Parent,tt8702454,2026-04-03 00:00:00,Crispin Glover,nm0000417,2
The Third Parent,tt8702454,2026-04-03 00:00:00,Roselyn Sanchez,nm0761052,3
The Third Parent,tt8702454,2026-04-03 00:00:00,Bethany Milner,nm11528499,4
The Third Parent,tt8702454,2026-04-03 00:00:00,Rafael de Belligny,nm16698698,5
The Third Parent,tt8702454,2026-04-03 00:00:00,Kevin Ezekiel Ogunleye,nm8354959,6
The Third Parent,tt8702454,2026-04-03 00:00:00,Kudra Owens,nm1245459,7
The Third Parent,tt8702454,2026-04-03 00:00:00,Jack Roberts,nm7668103,8
The Third Parent,tt8702454,2026-04-03 00:00:00,Nikolett Englert,nm17566462,9
Apollo Jump,tt9212480,2026-01-22 00:00:00,Sarah J. Bartholomew,nm5790062,1
Apollo Jump,tt9212480,2026-01-22 00:00:00,Ezekiel Ajeigbe,nm7052597,2
Apollo Jump,tt9212480,2026-01-22 00:00:00,Ottavio Taddei,nm7233424,3
Apollo Jump,tt9212480,2026-01-22 00:00:00,Vinny Dreams,nm10292459,4
Apollo Jump,tt9212480,2026-01-22 00:00:00,Giulia Sofia Paolucci,nm9112371,5
Apollo Jump,tt9212480,2026-01-22 00:00:00,Alessandro Pedrazzi,nm11045934,6
